name,asn,peeringdb,manrs,noc,rpki,IRR,traffic_ratio,traffic_volume,pni_volume,routing_practice,no_customer,no_customer_of_customer,min_transit_customer_req,consistent_routes,paid_peering,info_type,policy_general,fac_count,info_ratio,policy_ratio,info_scope,ix_count,never_via_rs,info_traffic,policy_contracts,info_prefixes6,info_prefixes4
ILHAM MAULANA AS203686,AS203686,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,8,0,18,not-required,100,5
GTec Net AS264428,AS264428,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,5,0,4,not-required,1,2
Orange Business Services Oceania AS4805,AS4805,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,,0,Regional,2,0,8,not-required,100,400
Starry AS395354,AS395354,0,0,0,0,0,1.0,0.1,,,0,0,-,0,0,Cable/DSL/ISP,selective,10,Mostly Inbound,0,North America,6,0,18,not-required,15,100
Edgio - AS45396 - Korea AS45396,AS45396,0,0,0,0,0,1.0,,,,0,0,-,1,0,Content,selective,1,Mostly Outbound,0,Regional,1,0,12,not-required,100,1000
MythicalKitten - AS48581 AS48581,AS48581,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,8,,0,Global,3,0,2,not-required,256,16
Scaleway AS12876,AS12876,1,0,0,0,0,1.0,,1.0,,0,0,-,0,0,Content,selective,11,Mostly Outbound,0,Europe,3,0,12,not-required,20,100
Jiasheng Zhuang AS208995,AS208995,0,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,0,Heavy Outbound,0,North America,0,0,2,not-required,1,0
AVM-INFO AS201246,AS201246,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,Europe,1,0,3,not-required,2,5
NATIONWIDE BUILDING SOCIETY AS8698 AS8698,AS8698,0,0,1,0,1,1.0,,,,0,0,-,1,0,Enterprise,selective,0,,0,,0,0,18,not-required,0,0
DJASANET AS137351,AS137351,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Balanced,0,Asia Pacific,3,0,3,not-required,1,1
Uber Technologies Inc. AS63086,AS63086,1,0,1,0,0,1.0,,,,0,0,-,1,0,Enterprise,selective,8,Balanced,0,Global,1,0,18,required,0,0
Sandro Bolliger AS12307,AS12307,0,0,0,1,0,1.0,,,,0,0,-,0,0,Content,open,1,Balanced,0,,4,0,2,not-required,25,25
ELASTX AS48579,AS48579,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,selective,6,Mostly Outbound,0,Regional,6,0,18,not-required,20,100
251 Research Redive AS140926,AS140926,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,,0,,0,0,18,not-required,48,0
Shift Hosting AS394177,AS394177,1,0,1,1,0,1.0,,,,0,0,-,0,0,NSP,open,6,Heavy Inbound,0,North America,3,0,5,not-required,200,200
Leaseweb CDN B.V. AS60626,AS60626,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,restrictive,0,Heavy Outbound,0,Global,0,0,18,not-required,0,0
CityNet Telecom AS33785,AS33785,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Balanced,0,Global,0,0,3,not-required,0,10
FUSION INTERNET WIFI AS270598,AS270598,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Balanced,0,Global,1,0,3,not-required,32,22
ISC AS1280,AS1280,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Mostly Outbound,0,Global,1,0,18,not-required,30,150
AS213151 LLC AS213151,AS213151,1,1,1,1,1,1.0,,,,0,0,-,0,0,Network Services,open,0,Balanced,0,Global,3,0,18,not-required,100,10
Mythic Beasts Ltd AS44684,AS44684,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,6,Mostly Outbound,0,Europe,5,0,6,not-required,500,500
RAKsmart AS54600,AS54600,1,0,1,0,1,1.0,,,,0,0,-,1,0,Content,open,4,Heavy Outbound,0,Global,1,0,12,not-required,150,1000
SWITCH AS559,AS559,0,0,0,0,1,1.0,,,,1,0,-,0,0,Educational/Research,selective,4,Balanced,0,Europe,5,0,8,not-required,50,300
T Network AS138043,AS138043,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,0,Asia Pacific,3,0,1,not-required,0,4
Namoh Networks AS138263,AS138263,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,0,0,3,not-required,15,100
ImproWare AS6772,AS6772,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Regional,2,0,6,not-required,15,45
Hafnium AS211153,AS211153,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Europe,1,0,2,not-required,4,0
Woofy AS396388,AS396388,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Global,6,0,2,not-required,25,25
Industrie und Handelskammer Reutlingen AS49499,AS49499,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,restrictive,0,Balanced,0,Regional,0,0,2,not-required,1,2
Coconut Networks Limited AS213316,AS213316,1,0,1,1,1,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Global,2,0,3,not-required,1000,8000
FR-NIC-DNS-UNICAST (AFNIC > NIC-FR > Unicast DNS) AS2486,AS2486,1,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Mostly Outbound,0,Europe,4,0,2,not-required,6,4
EMIND AS49535,AS49535,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Europe,2,0,3,not-required,0,18
SysEleven CDN AS49130,AS49130,1,0,1,1,1,1.0,,25.0,,0,0,-,0,0,Content,,0,,0,Europe,0,0,18,not-required,50,100
Wave Division Holdings AS11404,AS11404,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,36,Mostly Inbound,0,Regional,5,0,12,not-required,550,3500
Christian MARTINS AS210864,AS210864,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,1,,0,Europe,1,0,1,not-required,3,0
Pudu AS210761 AS210761,AS210761,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,,0,Mostly Inbound,0,,0,0,1,not-required,10,5
Fiber Networks Indonesia AS58369,AS58369,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,13,Mostly Inbound,0,Asia Pacific,3,0,6,required,1000,1000
T-Systems Austria GesmbH AS8387,AS8387,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,,1,0,18,not-required,1,27
muscope AS42692,AS42692,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,2,Balanced,0,Europe,6,0,2,not-required,14,6
Remala Abadi AS38511,AS38511,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,13,Balanced,0,Asia Pacific,5,0,8,not-required,5,600
OCTA TELECOM AS269712,AS269712,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,2,0,5,not-required,50,100
Arka Data Primatama AS136823,AS136823,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,4,0,3,not-required,100,500
Alpha 2000 Soluciones Infomaticas AS28037,AS28037,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Mostly Inbound,0,Regional,1,0,4,not-required,0,8
Yesi Media Utama AS64024,AS64024,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,,3,0,5,not-required,0,1022
Gtn Telecom AS269118,AS269118,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Heavy Inbound,0,Regional,1,0,6,not-required,30,50
MrSheepNET AS60326 AS60326,AS60326,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Mostly Outbound,0,Global,15,0,3,not-required,50,20
Packetframe AS968,AS968,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,0,,0,Global,8,0,18,not-required,10,10
SISTEMAS Y SOLUCIONES DE CAMPECHE AS265583,AS265583,0,0,0,0,0,,,,,0,0,-,0,0,,open,0,,1,,1,0,18,not-required,100,100
MEGA NETWORK TELECOM AS266553,AS266553,0,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,1,Regional,1,0,4,not-required,32,22
IRLToolkit AS40080,AS40080,1,0,0,0,0,1.0,,0.1,,0,0,-,0,0,Content,selective,1,,0,,1,0,18,not-required,5,10
AS-XINGKAI AS203843,AS203843,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,,2,0,2,not-required,100,0
Abtec Network Systems AS199286,AS199286,1,1,1,1,1,1.0,,,,0,0,-,1,0,Network Services,open,3,,0,Europe,2,0,18,not-required,0,6
Kerfuffle AS35008,AS35008,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,North America,4,0,2,not-required,100,100
PIT Honduras AS64150,AS64150,1,0,0,1,0,1.0,,,,0,0,-,0,0,Route Server,open,0,,0,,2,0,18,not-required,1,2
MEGA TELECON PROVEDOR DE INTERNET AS265169,AS265169,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,selective,0,,0,Regional,4,0,4,not-required,500,1024
HEX-NET AS209574,AS209574,0,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,1,0,18,not-required,66,0
BusinessConnect bvba AS59889,AS59889,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Europe,0,0,2,not-required,1,2
Web4Africa AS327813,AS327813,0,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,6,Heavy Outbound,0,Global,9,0,3,not-required,15,50
D-LAKE AS49028 AS49028,AS49028,1,0,1,0,1,1.0,,10.0,,0,0,-,0,0,Cable/DSL/ISP,selective,10,Balanced,0,Europe,2,0,4,not-required,100,100
nexserv GmbH AS200482,AS200482,1,0,0,1,1,1.0,,1.0,,0,0,-,0,0,,open,1,Balanced,0,Europe,0,0,4,not-required,50,250
ECN AS36968,AS36968,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,3,Balanced,0,Regional,6,0,3,not-required,2,50
Exodo AS44876,AS44876,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,1,Mostly Outbound,0,Global,0,0,18,not-required,30,10
Bling Network AS51087,AS51087,1,0,0,0,1,1.0,,,,0,0,-,1,0,Non-Profit,open,0,Balanced,0,Global,9,0,2,not-required,256,10
Elo Multimidia LTDA AS262456,AS262456,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,3,0,5,not-required,30,100
PVDataNet AB AS42201,AS42201,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,14,Balanced,0,,2,0,18,not-required,1,15
Frontier Communications of America (FCA) AS5650,AS5650,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,8,Mostly Inbound,0,North America,6,0,14,not-required,300,6000
Orange Business Services Nordics AS2874,AS2874,1,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,1,,0,,3,0,18,not-required,100,400
Vocus Retail Australia AS9443,AS9443,1,0,0,1,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,12,Heavy Inbound,0,Asia Pacific,0,0,12,not-required,2000,15000
JT AS8681,AS8681,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,5,Mostly Inbound,0,Global,2,0,6,not-required,10,100
Tiernan OToole AS204994,AS204994,0,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,,2,0,3,not-required,10,10
WAY 2 INTERNET AS134850,AS134850,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,1,0,4,not-required,0,8
Internet Technology Laboratory AS38254,AS38254,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,selective,5,,0,Asia Pacific,5,0,18,not-required,50,25
PT Rubyan Network Solution AS141975,AS141975,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Asia Pacific,0,0,3,not-required,0,512
IDNIC-JARINGANPUTRANUSANTARA-AS-ID AS151004,AS151004,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,1,Asia Pacific,0,0,2,not-required,1,2
ZANCHET E PAIM TELECOM AS266489,AS266489,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,0,0,4,not-required,1,4
Genie Media AS213171,AS213171,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,,0,Europe,2,0,18,not-required,100,0
euNetworks Group AS13237,AS13237,0,0,1,0,1,1.0,,,closest-exit,0,0,-,1,0,NSP,open,57,Balanced,0,Europe,15,0,18,private-only,1000,5000
OVH Telecom AS35540,AS35540,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Europe,0,0,18,not-required,200,1000
TheMaple Inc AS216340,AS216340,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,,2,0,18,not-required,256,0
Material Global Limited AS203867,AS203867,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,0,Mostly Outbound,0,Global,1,0,2,not-required,64,64
Novecore AS205630,AS205630,1,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,restrictive,3,Mostly Inbound,0,Global,1,0,18,not-required,20,10
Hetzner Online Cloud 3 AS212317,AS212317,0,0,0,0,0,1.0,,2.0,,0,0,-,0,0,Content,open,1,Balanced,0,North America,1,0,8,not-required,10,200
"CIFNet, Inc. AS14585",AS14585,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,1,Mostly Outbound,0,Regional,1,0,3,not-required,10,40
CONECTA BRASIL INTERNET AS263486,AS263486,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Inbound,0,Regional,5,0,4,not-required,4,21
RedoubtNET AS400304,AS400304,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,4,Balanced,0,North America,1,0,6,not-required,200,50
Stelia AS212175,AS212175,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,33,Balanced,0,Global,3,0,12,not-required,200,500
Unlimited Is Limited AS57870 AS57870,AS57870,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Europe,6,0,0,not-required,128,5
Flipkart Internet Private Limited AS9752,AS9752,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,,2,Heavy Outbound,0,Regional,0,0,18,required,2,12
"Pudu, LLC AS47689",AS47689,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,Regional,8,0,0,not-required,20,10
Sunflyer Global Experiment Network AS200959,AS200959,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Mostly Inbound,0,Regional,2,0,1,not-required,200,0
xTom Hong Kong AS9312,AS9312,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Balanced,0,Global,1,0,7,not-required,1000,1000
TechLabItalia AS211785,AS211785,0,0,0,0,0,,,,,0,0,-,0,0,Cable/DSL/ISP,restrictive,1,Balanced,1,Regional,1,0,4,not-required,15,10
Rapid-Fire-y Tokyo AS9409,AS9409,0,0,0,1,1,1.0,,,,0,0,-,0,0,Network Services,selective,3,Mostly Outbound,0,Asia Pacific,2,0,4,not-required,10,4
andrewnet experimental AS211562,AS211562,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,0,0,2,not-required,300,10
The St. Paul Group - ISP AS40217,AS40217,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,9,Balanced,0,North America,6,0,6,not-required,1000,10000
MythicalKitten - AS203635 AS203635,AS203635,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Australia,0,0,2,not-required,512,16
Blacknight Internet Solutions AS39122,AS39122,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,17,Balanced,0,Europe,8,0,7,not-required,100,250
xTom Los Angeles Legacy AS36828,AS36828,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,North America,0,0,8,not-required,256,256
Alexander Samoylyk AS200605,AS200605,1,0,1,0,1,1.0,,,,0,0,-,0,0,Network Services,open,2,Balanced,0,Europe,2,0,2,not-required,30,0
Startrek Telecom Ltd. AS139901,AS139901,0,0,0,0,0,,,,,0,0,-,0,0,,open,5,Mostly Inbound,1,Global,12,0,11,required,5000,1500
Verizon - EMEA AS702,AS702,0,0,0,0,0,,1.5,,shortest-exit,0,0,-,1,0,NSP,restrictive,7,Balanced,1,Europe,17,0,18,required,10000,15000
MythicalKitten AS50224,AS50224,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,9,,0,Global,2,0,2,not-required,100,8
HostPalace Web Solution Private Limited AS134512,AS134512,0,0,1,0,0,0.333,,,,0,0,-,0,0,NSP,open,5,Heavy Outbound,1,Global,0,0,12,not-required,50,100
Tianhai Global Network AS4842,AS4842,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,3,,0,Global,5,0,3,not-required,200,100
Bogons AS3213,AS3213,0,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,Mostly Inbound,0,Europe,4,0,5,not-required,10,50
SIMTEL AS141889,AS141889,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,4,0,5,not-required,0,1
JMP Technology Services GmbH AS61423,AS61423,1,0,1,1,0,1.0,,,,0,0,-,0,0,NSP,open,13,Mostly Inbound,0,Europe,4,0,18,not-required,100,100
GTT Communications (AS4565) AS4565,AS4565,0,0,1,0,0,,,,,0,0,1500,1,0,NSP,restrictive,0,Mostly Inbound,1,North America,0,0,18,required,110,2200
XXSL Network AS210025,AS210025,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,4,0,2,not-required,200,12
RETN AS9002,AS9002,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,161,Balanced,0,Global,25,0,14,not-required,8000,80000
NetCintra Telecomunicações AS262546,AS262546,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,4,Balanced,0,South America,1,0,7,not-required,180,240
"PBW Communications, LLC AS16409",AS16409,1,0,0,0,1,1.0,,,,0,0,-,0,0,Network Services,open,0,Balanced,0,Regional,1,0,3,not-required,5,10
Giganews AS30094,AS30094,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Heavy Outbound,0,Global,1,0,8,not-required,5,100
nonexiste.net AS26457,AS26457,0,0,0,0,0,1.0,,,,0,0,-,1,0,Enterprise,open,0,Mostly Outbound,0,North America,4,0,2,not-required,5,1
gobler.net AS48374,AS48374,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,1,,0,Europe,3,0,18,not-required,10,10
Bay Area Mesh AS32681,AS32681,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Balanced,0,Regional,3,0,0,not-required,1,2
SFR Group AS15557,AS15557,0,0,1,0,0,,,,,0,0,-,0,0,Cable/DSL/ISP,selective,5,Balanced,1,Europe,10,0,14,private-only,200,1000
Pocketinet Communications AS23265,AS23265,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Mostly Inbound,0,North America,1,0,4,not-required,10,100
PogoZone AS23175,AS23175,0,0,0,0,1,1.0,,,,0,0,23175,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,North America,1,0,3,not-required,10,40
MAX3 TELECOM AS269563,AS269563,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,1,0,3,not-required,50,100
Nicolas Patouillard AS210851,AS210851,0,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Europe,0,0,0,not-required,25,25
Kotanet AS152020,AS152020,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,,0,0,3,not-required,100,100
PT.COMTELINDO AS136054,AS136054,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,3,0,6,required,32,4
Hong Kong TOHU Technology Limited AS212013,AS212013,0,0,0,1,0,1.0,,,,0,0,-,0,0,,selective,0,,0,,0,0,18,not-required,4096,256
INIXP Interconnect AS151954,AS151954,0,0,0,1,1,1.0,,,,0,0,-,0,0,Network Services,selective,0,,0,Asia Pacific,0,0,18,not-required,0,0
KSM-Net AS210888,AS210888,0,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,0,Mostly Outbound,0,Europe,2,0,1,not-required,3,0
E2W Solutions AS394414 AS394414,AS394414,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Mostly Inbound,0,North America,1,0,5,not-required,25,25
Lit Fibre Group AS211597,AS211597,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Europe,4,0,18,not-required,10,20
VIACOM NEXT GENERATION COMUNICACAO LTDA AS263528,AS263528,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,South America,4,0,6,not-required,0,0
Tilman Schaefers AS208814,AS208814,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,2,,0,,6,0,18,not-required,10,1
Orange Business Services North America AS2647,AS2647,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,restrictive,0,Balanced,0,North America,7,0,9,not-required,100,400
IPCOM SISTEMAS AS271927,AS271927,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,South America,1,0,3,not-required,8,2
Alpine North Networks AS60557,AS60557,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,1,Balanced,0,Europe,3,0,1,not-required,50,20
EVERY DAY TECHNOLOGY CO AS134526,AS134526,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,Mostly Inbound,0,Global,1,0,4,not-required,20,20
Proteus AS200708,AS200708,1,0,1,0,0,1.0,,,,0,0,-,0,0,,open,0,,0,,1,0,18,not-required,500,500
blueskysystems AS202114,AS202114,1,0,0,0,0,1.0,,,,0,0,-,1,0,Enterprise,open,2,Balanced,0,Europe,0,0,3,not-required,1,4
GREENFIBER AS213281,AS213281,1,1,0,0,1,1.0,,,,0,0,-,0,0,NSP,selective,3,Heavy Inbound,0,Regional,2,0,18,not-required,9,14
Raoul Brouns AS215296,AS215296,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Europe,1,0,2,not-required,20,0
ZEROFAIL USA AS53364,AS53364,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,,0,,0,North America,0,0,18,not-required,1,10
E C de CANO AS268791,AS268791,1,0,1,0,1,1.0,,,,0,0,51,0,0,NSP,selective,1,Mostly Inbound,0,Regional,0,0,5,not-required,1000,2000
Unixfy AS139921,AS139921,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Heavy Outbound,0,Global,1,0,0,not-required,1,0
N4 Telecomunicacoes LTDA ME AS262505,AS262505,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Balanced,0,Regional,3,0,8,not-required,700,700
Real World Technology Solutions AS45437,AS45437,1,0,0,0,0,,,,,0,0,-,0,0,Cable/DSL/ISP,open,13,Mostly Inbound,0,Asia Pacific,16,0,18,not-required,50,200
MJJ-Network AS216056,AS216056,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,13,0,1,not-required,100,0
Putu PW AS213086,AS213086,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,6,0,18,not-required,100,100
INDINET SERVICE AS132115,AS132115,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Mostly Inbound,0,Regional,4,0,7,not-required,8,160
Nettwork (transit) AS200242,AS200242,1,0,0,1,1,1.0,,,,0,0,-,0,0,,open,0,Balanced,0,Global,9,0,2,not-required,100,0
Visa International AS2559,AS2559,1,0,1,0,1,1.0,,,,0,0,-,1,0,,selective,7,,0,Global,6,0,18,not-required,0,100
DigitalMonks LLC AS400006,AS400006,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,2,Heavy Outbound,0,North America,4,0,6,not-required,1,1
ETS TELECOM AS18914,AS18914,0,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,selective,3,Balanced,0,North America,2,1,8,not-required,2,32
GTD Chile AS14259,AS14259,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,selective,5,Mostly Inbound,1,South America,2,0,11,not-required,1000,2000
ISC F-ROOT AS3557,AS3557,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,0,,0,Global,0,0,18,not-required,5,5
ResoLv SARL AS198423,AS198423,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,2,Balanced,0,Regional,2,0,1,not-required,1,20
StackPath (Highwinds) AS33438,AS33438,1,0,1,0,0,1.0,1.0,,,0,0,-,1,0,Content,selective,35,Heavy Outbound,0,Global,47,0,18,not-required,5000,25000
NYNEX satellite OHG AS62023,AS62023,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,0,Global,1,0,18,not-required,15,100
Gregory Shapiro AS199518,AS199518,1,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,,0,Global,10,0,18,not-required,40,5
L. O. LEANDRO INTERNET AS269163,AS269163,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,1,0,4,not-required,50000,1024
Kew Solutions Unipessoal AS209968,AS209968,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Global,1,0,5,not-required,24,21
SAM Office AS59985,AS59985,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Regional,4,0,2,not-required,5,10
EzriCloud AS206628,AS206628,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,4,,0,Global,2,0,1,not-required,1000,100
Anexia AS40979 AS40979,AS40979,1,0,1,1,1,1.0,,25.0,,0,0,-,0,0,,,1,,0,,0,0,18,not-required,0,0
Vianet Telecomunicações AS271201,AS271201,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,selective,0,Mostly Outbound,0,Regional,5,0,8,not-required,2000,5000
APLITT Sp. z o.o. AS49420,AS49420,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,3,Balanced,0,Regional,3,0,3,not-required,8,16
Inic Communications Pvt. Ltd. AS135183,AS135183,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,2,0,4,not-required,256,3000
PT Menara Digital Salama AS150980,AS150980,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Heavy Outbound,0,Asia Pacific,2,0,5,private-only,5,5
